Baseline 100%T,,ExampleA,,ExampleB,,ExampleC,,ExampleD,,ExampleE,,ExampleF,,ExampleG,,ExampleH,,ExampleI,,ExampleJ,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
648.9877319,0.1080169007,648.9877319,0.004090967122,648.9877319,0.007174128201,648.9877319,0.004672560841,648.9877319,0.006170684472,648.9877319,0.01309278607,648.9877319,0.01030008961,648.9877319,0.01320981327,648.9877319,0.01289239898,648.9877319,0.03358761966,648.9877319,0.005172959529,
648.0003052,0.1075901538,648.0003052,0.004337268881,648.0003052,0.007641667034,648.0003052,0.005559524521,648.0003052,0.007000390906,648.0003052,0.01371339243,648.0003052,0.01092258003,648.0003052,0.01373027731,648.0003052,0.0133813275,648.0003052,0.03413335606,648.0003052,0.005560075399,
647.0125732,0.1077407673,647.0125732,0.004321790766,647.0125732,0.008011003025,647.0125732,0.005370366387,647.0125732,0.006770795211,647.0125732,0.0136213908,647.0125732,0.01096524112,647.0125732,0.0137340175,647.0125732,0.0137432348,647.0125732,0.03480313346,647.0125732,0.005364888813,
645.9879761,0.1075103357,645.9879761,0.004716103431,645.9879761,0.008478995413,645.9879761,0.005654344801,645.9879761,0.007476064377,645.9879761,0.01413785573,645.9879761,0.01134698093,645.9879761,0.01426754985,645.9879761,0.01429462153,645.9879761,0.03518113121,645.9879761,0.006089166272,
644.9996948,0.1077564955,644.9996948,0.004646997433,644.9996948,0.008583088405,644.9996948,0.005676846486,644.9996948,0.00710749859,644.9996948,0.0140664326,644.9996948,0.01128892694,644.9996948,0.01425805315,644.9996948,0.01438122708,644.9996948,0.03532695025,644.9996948,0.005852888338,
644.0111084,0.1075596064,644.0111084,0.004960455932,644.0111084,0.008528015576,644.0111084,0.006330405362,644.0111084,0.007617218886,644.0111084,0.01449536346,644.0111084,0.01172477566,644.0111084,0.01448562089,644.0111084,0.01441855542,644.0111084,0.03637176007,644.0111084,0.006411627866,
642.9856567,0.1074643135,642.9856567,0.005466560367,642.9856567,0.009163700975,642.9856567,0.006531597581,642.9856567,0.00787114352,642.9856567,0.0150589617,642.9856567,0.01212903764,642.9856567,0.01507576462,642.9856567,0.01483819168,642.9856567,0.03681730479,642.9856567,0.006378054619,
641.996521,0.1072691828,641.996521,0.005614825059,641.996521,0.009759016335,641.996521,0.00672036875,641.996521,0.008298428729,641.996521,0.01542033907,641.996521,0.01276759338,641.996521,0.01561025158,641.996521,0.015444641,641.996521,0.0375335142,641.996521,0.006913009565,
641.0070801,0.107554704,641.0070801,0.005902873352,641.0070801,0.009258095175,641.0070801,0.006582711823,641.0070801,0.00813777186,641.0070801,0.01526254974,641.0070801,0.01251300145,641.0070801,0.01544069778,641.0070801,0.01507981215,641.0070801,0.03782969713,641.0070801,0.00692447694,
640.017395,0.1075213403,640.017395,0.005863383412,640.017395,0.009670098312,640.017395,0.00683014188,640.017395,0.008326530457,640.017395,0.0156128807,640.017395,0.01258552913,640.017395,0.01599623263,640.017395,0.01576234214,640.017395,0.03807583824,640.017395,0.00669686636,
638.9907227,0.1075200513,638.9907227,0.006241845433,638.9907227,0.009955499321,638.9907227,0.007026777603,638.9907227,0.008660164662,638.9907227,0.01589048095,638.9907227,0.01285626832,638.9907227,0.01596733555,638.9907227,0.01595194638,638.9907227,0.03875880688,638.9907227,0.006849391386,
638.0004272,0.1075787395,638.0004272,0.0061266548,638.0004272,0.009954281151,638.0004272,0.006986869965,638.0004272,0.008695182391,638.0004272,0.01617143117,638.0004272,0.01300721057,638.0004272,0.01618986204,638.0004272,0.01594928838,638.0004272,0.03903764486,638.0004272,0.007190024015,
637.0098267,0.1073945314,637.0098267,0.006534330547,637.0098267,0.01024161838,637.0098267,0.007312368136,637.0098267,0.008948232047,637.0098267,0.01615463756,637.0098267,0.0135517614,637.0098267,0.01679432765,637.0098267,0.01649864577,637.0098267,0.03957675025,637.0098267,0.007448281627,
635.9822998,0.1071362495,635.9822998,0.007116602734,635.9822998,0.01111433282,635.9822998,0.008069464937,635.9822998,0.009338093922,635.9822998,0.0168975275,635.9822998,0.01384948008,635.9822998,0.0172366295,635.9822998,0.01697711647,635.9822998,0.0403759554,635.9822998,0.007985427044,
634.9912109,0.1071260124,634.9912109,0.006894309539,634.9912109,0.01111797057,634.9912109,0.008356797509,634.9912109,0.009693867527,634.9912109,0.01716456003,634.9912109,0.01420017052,634.9912109,0.01738201641,634.9912109,0.01737412252,634.9912109,0.04097079858,634.9912109,0.007550784387,
633.9997559,0.1072363779,633.9997559,0.007360730786,633.9997559,0.01137796417,633.9997559,0.008379413746,633.9997559,0.009678938426,633.9997559,0.01719981246,633.9997559,0.01449648757,633.9997559,0.01772659272,633.9997559,0.01778869517,633.9997559,0.0414015837,633.9997559,0.008028933778,
633.0081177,0.1073480248,633.0081177,0.00754725514,633.0081177,0.01151648536,633.0081177,0.008670411073,633.0081177,0.01018652041,633.0081177,0.01765293255,633.0081177,0.01460698526,633.0081177,0.01779252477,633.0081177,0.01756017283,633.0081177,0.04176593572,633.0081177,0.008028379641,
632.0161743,0.1070355177,632.0161743,0.007997450419,632.0161743,0.01221076585,632.0161743,0.008815731853,632.0161743,0.01048923284,632.0161743,0.0181624759,632.0161743,0.01509752776,632.0161743,0.01825684868,632.0161743,0.01823417097,632.0161743,0.04262617603,632.0161743,0.008769663051,
630.9871216,0.1073878035,630.9871216,0.007732884493,630.9871216,0.01206316054,630.9871216,0.008973785676,630.9871216,0.01064198185,630.9871216,0.01783689111,630.9871216,0.01502945647,630.9871216,0.01823948883,630.9871216,0.01825215109,630.9871216,0.0425516516,630.9871216,0.007979257032,
629.9946289,0.1072160304,629.9946289,0.008176757023,629.9946289,0.0123372227,629.9946289,0.009107894264,629.9946289,0.01086214092,629.9946289,0.0183623936,629.9946289,0.01524278987,629.9946289,0.01883348823,629.9946289,0.01862657256,629.9946289,0.04322725534,629.9946289,0.008505919948,
629.0018311,0.1069955453,629.0018311,0.008778406307,629.0018311,0.01288133301,629.0018311,0.009581383318,629.0018311,0.01139085274,629.0018311,0.01908829808,629.0018311,0.01591556147,629.0018311,0.01950719208,629.0018311,0.01936003752,629.0018311,0.04391465336,629.0018311,0.009038825519,
628.008667,0.1069108695,628.008667,0.0089455368,628.008667,0.0131252287,628.008667,0.00989389699,628.008667,0.01162200049,628.008667,0.01902930811,628.008667,0.01599897258,628.008667,0.0195291508,628.008667,0.01961531676,628.008667,0.04461642355,628.008667,0.008939485997,
627.0153809,0.1070358157,627.0153809,0.009086376987,627.0153809,0.01340671629,627.0153809,0.009954413399,627.0153809,0.01178033464,627.0153809,0.0193219576,627.0153809,0.01616962999,627.0153809,0.0197151266,627.0153809,0.01994085684,627.0153809,0.04487686232,627.0153809,0.009158809669,
625.9849854,0.1070466489,625.9849854,0.009549735114,625.9849854,0.01371625066,625.9849854,0.01019529253,625.9849854,0.01213755645,625.9849854,0.01938645355,625.9849854,0.016560385,625.9849854,0.02002837881,625.9849854,0.0200272128,625.9849854,0.04569483548,625.9849854,0.009316803887,
624.9909668,0.1072369739,624.9909668,0.009418901987,624.9909668,0.01405100431,624.9909668,0.0102179246,624.9909668,0.01213508006,624.9909668,0.01994681917,624.9909668,0.01689892635,624.9909668,0.020138558,624.9909668,0.02014414407,624.9909668,0.04586341605,624.9909668,0.009279593825,
623.9968262,0.1070326418,623.9968262,0.0101920059,623.9968262,0.01433801558,623.9968262,0.01086856425,623.9968262,0.01289079897,623.9968262,0.02016157843,623.9968262,0.01721583679,623.9968262,0.02071656473,623.9968262,0.02082585916,623.9968262,0.04676301032,623.9968262,0.00984355621,
623.0023804,0.1070081666,623.0023804,0.01003689878,623.0023804,0.01478111465,623.0023804,0.01126860268,623.0023804,0.01303097699,623.0023804,0.02059554309,623.0023804,0.01744474471,623.0023804,0.02125390992,623.0023804,0.02128506452,623.0023804,0.04710753635,623.0023804,0.01000169385,
622.0076294,0.1071078628,622.0076294,0.01054025814,622.0076294,0.01523252204,622.0076294,0.01159969345,622.0076294,0.01355039887,622.0076294,0.02110599913,622.0076294,0.01751112007,622.0076294,0.02143113315,622.0076294,0.02149591781,622.0076294,0.0476221554,622.0076294,0.009973403998,
621.0125732,0.1069221646,621.0125732,0.0112673277,621.0125732,0.01560697798,621.0125732,0.01189144794,621.0125732,0.01398419403,621.0125732,0.02155263163,621.0125732,0.01800279506,621.0125732,0.02210784703,621.0125732,0.02237039059,621.0125732,0.04853440449,621.0125732,0.01033049449,
620.0172729,0.1067043394,620.0172729,0.01171437744,620.0172729,0.01598218642,620.0172729,0.01236617193,620.0172729,0.01422191598,620.0172729,0.0219300203,620.0172729,0.01871345192,620.0172729,0.02261100337,620.0172729,0.02267200872,620.0172729,0.0492214486,620.0172729,0.01067095157,
618.9848633,0.1065288037,618.9848633,0.012049268,618.9848633,0.01677804999,618.9848633,0.01290386543,618.9848633,0.01467140205,618.9848633,0.02227612771,618.9848633,0.01903890818,618.9848633,0.02299387008,618.9848633,0.0232599806,618.9848633,0.04998842627,618.9848633,0.01101523358,
617.9890137,0.1067363471,617.9890137,0.01218041591,617.9890137,0.01677005924,617.9890137,0.01322400942,617.9890137,0.01492959354,617.9890137,0.02247009799,617.9890137,0.01910574548,617.9890137,0.02316587977,617.9890137,0.02327431925,617.9890137,0.05052094907,617.9890137,0.01094875485,
616.9928589,0.1066913679,616.9928589,0.01270620432,616.9928589,0.01734144241,616.9928589,0.01345151663,616.9928589,0.01530134864,616.9928589,0.02279096283,616.9928589,0.01944205537,616.9928589,0.0231580995,616.9928589,0.02359782904,616.9928589,0.05121222138,616.9928589,0.01128730644,
615.99646,0.1063802615,615.99646,0.01322152838,615.99646,0.0180381164,615.99646,0.01397801843,615.99646,0.01594601199,615.99646,0.02328710072,615.99646,0.01994389109,615.99646,0.02429714799,615.99646,0.0241570361,615.99646,0.05245422944,615.99646,0.01181105617,
614.9998779,0.1063483804,614.9998779,0.01348737627,614.9998779,0.01843533665,614.9998779,0.01445339806,614.9998779,0.01646471396,614.9998779,0.02384090237,614.9998779,0.02051908709,614.9998779,0.02462090179,614.9998779,0.02486879565,614.9998779,0.05303479731,614.9998779,0.01179352682,
614.0029297,0.1065285429,614.0029297,0.01370986551,614.0029297,0.01848565601,614.0029297,0.01458519418,614.0029297,0.01650784165,614.0029297,0.02397741005,614.0029297,0.02038064972,614.0029297,0.0249422919,614.0029297,0.0248164963,614.0029297,0.05305486172,614.0029297,0.01196328551,
613.0057373,0.1063604504,613.0057373,0.01426642574,613.0057373,0.01899415068,613.0057373,0.0150553165,613.0057373,0.01700042747,613.0057373,0.02422463708,613.0057373,0.02084285952,613.0057373,0.0253092479,613.0057373,0.02544320002,613.0057373,0.05386767909,613.0057373,0.01219684165,
612.0083008,0.1062444597,612.0083008,0.01462021098,612.0083008,0.01959004998,612.0083008,0.01556785684,612.0083008,0.01741831005,612.0083008,0.024702603,612.0083008,0.02151503973,612.0083008,0.02564089559,612.0083008,0.02591717988,612.0083008,0.05432946607,612.0083008,0.01236939523,
611.0105591,0.1061099917,611.0105591,0.0153284315,611.0105591,0.01992435195,611.0105591,0.01562527753,611.0105591,0.01781396568,611.0105591,0.02503861487,611.0105591,0.02171805874,611.0105591,0.02595452406,611.0105591,0.02623733133,611.0105591,0.05506999791,611.0105591,0.01265724283,
610.0125732,0.1060812995,610.0125732,0.01556396578,610.0125732,0.02046847716,610.0125732,0.01606641524,610.0125732,0.01826340891,610.0125732,0.02537148446,610.0125732,0.02214028873,610.0125732,0.02647272311,610.0125732,0.0267147664,610.0125732,0.0558173582,610.0125732,0.01268680021,
609.0142822,0.1062709093,609.0142822,0.01604503393,609.0142822,0.02090647072,609.0142822,0.01636266522,609.0142822,0.01871736906,609.0142822,0.02572784387,609.0142822,0.02236196771,609.0142822,0.026809806,609.0142822,0.02704501152,609.0142822,0.0565276444,609.0142822,0.012938587,
608.015686,0.1058278605,608.015686,0.01697447896,608.015686,0.02163073979,608.015686,0.01739071868,608.015686,0.01940810867,608.015686,0.02648224309,608.015686,0.02315624245,608.015686,0.02766489796,608.015686,0.0279226806,608.015686,0.05759233236,608.015686,0.01351517532,
607.0169067,0.1058784351,607.0169067,0.01711633056,607.0169067,0.02204381488,607.0169067,0.01767482422,607.0169067,0.01970707998,607.0169067,0.0266596321,607.0169067,0.02334142849,607.0169067,0.02775537036,607.0169067,0.02816851623,607.0169067,0.05791580305,607.0169067,0.01355312299,
606.0178223,0.1056408659,606.0178223,0.01763546281,606.0178223,0.02273359708,606.0178223,0.01802934706,606.0178223,0.02031633072,606.0178223,0.02711336687,606.0178223,0.02370604873,606.0178223,0.02854337916,606.0178223,0.02862150967,606.0178223,0.05868073553,606.0178223,0.01355686225,
604.9814453,0.1054832488,604.9814453,0.01831875741,604.9814453,0.02312599123,604.9814453,0.01850840077,604.9814453,0.02077124827,604.9814453,0.02781925723,604.9814453,0.02423512004,604.9814453,0.02887969278,604.9814453,0.0292280633,604.9814453,0.05952740461,604.9814453,0.01420284528,
603.9819336,0.1055621654,603.9819336,0.0190056432,603.9819336,0.02394149452,603.9819336,0.0190596804,603.9819336,0.02126008086,603.9819336,0.02822876163,603.9819336,0.02452979237,603.9819336,0.02945081517,603.9819336,0.02975107357,603.9819336,0.06013856083,603.9819336,0.01428780053,
602.9819946,0.1056478322,602.9819946,0.01957055368,602.9819946,0.02436934225,602.9819946,0.01971834898,602.9819946,0.02180351689,602.9819946,0.02845080756,602.9819946,0.02498163655,602.9819946,0.02984195389,602.9819946,0.02995279245,602.9819946,0.06076855958,602.9819946,0.01451425906,
601.9818115,0.1052720174,601.9818115,0.02014276013,601.9818115,0.02515001968,601.9818115,0.02024678513,601.9818115,0.02238126472,601.9818115,0.0292589087,601.9818115,0.02567854524,601.9818115,0.03038674593,601.9818115,0.03071743436,601.9818115,0.06196440011,601.9818115,0.01482139714,
601.0184937,0.1051850393,601.0184937,0.02065099962,601.0184937,0.02571369894,601.0184937,0.0206334088,601.0184937,0.02295680717,601.0184937,0.02972024865,601.0184937,0.025906628,601.0184937,0.03112331405,601.0184937,0.03127915785,601.0184937,0.06259358674,601.0184937,0.01500081085,
600.0178223,0.1050256416,600.0178223,0.021431759,600.0178223,0.02601729333,600.0178223,0.02107868902,600.0178223,0.02351510525,600.0178223,0.02997156978,600.0178223,0.02648628689,600.0178223,0.03123926558,600.0178223,0.03193072602,600.0178223,0.06315393001,600.0178223,0.01548860595,
599.0169067,0.104669109,599.0169067,0.02224463038,599.0169067,0.027101079,599.0169067,0.02175754681,599.0169067,0.02448353171,599.0169067,0.0307286866,599.0169067,0.02706484869,599.0169067,0.03195504844,599.0169067,0.03252682835,599.0169067,0.06426718086,599.0169067,0.01574344561,
598.015686,0.1046000049,598.015686,0.02270367369,598.015686,0.02755171806,598.015686,0.02230381221,598.015686,0.0248007644,598.015686,0.03085117601,598.015686,0.02732172236,598.015686,0.03240068629,598.015686,0.03286378458,598.015686,0.06473181397,598.015686,0.01586730964,
597.0142212,0.104465358,597.0142212,0.02353904396,597.0142212,0.02834974602,597.0142212,0.02297042497,597.0142212,0.02524718456,597.0142212,0.03142526001,597.0142212,0.02797038481,597.0142212,0.03313531727,597.0142212,0.03367740661,597.0142212,0.06573439389,597.0142212,0.01616382599,
596.0125732,0.1043520048,596.0125732,0.02425146103,596.0125732,0.02897091769,596.0125732,0.023592446,596.0125732,0.02594567463,596.0125732,0.03199082613,596.0125732,0.02831680886,596.0125732,0.03362260759,596.0125732,0.03400089592,596.0125732,0.06656727195,596.0125732,0.01643546298,
595.0105591,0.1042071953,595.0105591,0.02500329725,595.0105591,0.02971107326,595.0105591,0.02419329807,595.0105591,0.02671804279,595.0105591,0.03246442229,595.0105591,0.02883025818,595.0105591,0.03424764797,595.0105591,0.03484514728,595.0105591,0.06740187109,595.0105591,0.01681292057,
594.0083618,0.1041512936,594.0083618,0.02577143535,594.0083618,0.0304718744,594.0083618,0.02466364019,594.0083618,0.02731020004,594.0083618,0.03310617805,594.0083618,0.02951290086,594.0083618,0.03476897627,594.0083618,0.03519238532,594.0083618,0.0681322217,594.0083618,0.01699211076,
593.0058594,0.1039367318,593.0058594,0.02653069794,593.0058594,0.0312470831,593.0058594,0.02523055859,593.0058594,0.02814542688,593.0058594,0.03357984498,593.0058594,0.02993454412,593.0058594,0.03540330753,593.0058594,0.03583995998,593.0058594,0.06909753382,593.0058594,0.01737113111,
592.0030518,0.1036620587,592.0030518,0.02736911178,592.0030518,0.03197354823,592.0030518,0.02618195303,592.0030518,0.02874428965,592.0030518,0.03423459828,592.0030518,0.03066509403,592.0030518,0.03599531204,592.0030518,0.03654526547,592.0030518,0.0697164461,592.0030518,0.01786437631,
591.000061,0.1037284508,591.000061,0.02813741751,591.000061,0.03259847686,591.000061,0.02669558115,591.000061,0.02928931266,591.000061,0.03475893661,591.000061,0.03098620847,591.000061,0.03650409728,591.000061,0.03740540147,591.000061,0.07073844969,591.000061,0.01781286113,
589.9967651,0.1033916697,589.9967651,0.02927078865,589.9967651,0.03382983059,589.9967651,0.02745273896,589.9967651,0.0301227551,589.9967651,0.03555445746,589.9967651,0.03167651221,589.9967651,0.03759967163,589.9967651,0.03809638321,589.9967651,0.07170017064,589.9967651,0.01831025258,
588.9932251,0.103374429,588.9932251,0.02985309996,588.9932251,0.03432092816,588.9932251,0.02811849862,588.9932251,0.03102090582,588.9932251,0.03597424924,588.9932251,0.03228113428,588.9932251,0.03796087205,588.9932251,0.03884250298,588.9932251,0.07278763503,588.9932251,0.01849897392,
587.9894409,0.1031043157,587.9894409,0.03128196672,587.9894409,0.03523996845,587.9894409,0.02903047018,587.9894409,0.03162160516,587.9894409,0.03669379652,587.9894409,0.03305005655,587.9894409,0.03875413537,587.9894409,0.03937008604,587.9894409,0.07362140715,587.9894409,0.01901800372,
586.9853516,0.1026539952,586.9853516,0.03224890307,586.9853516,0.0362040326,586.9853516,0.02962118946,586.9853516,0.03250813484,586.9853516,0.0375533253,586.9853516,0.03380573913,586.9853516,0.03950927034,586.9853516,0.04029329494,586.9853516,0.07480062544,586.9853516,0.0194972828,
586.0182495,0.1027249247,586.0182495,0.03299031407,586.0182495,0.03689561412,586.0182495,0.03039313294,586.0182495,0.03317588568,586.0182495,0.0378302075,586.0182495,0.03398174793,586.0182495,0.04001154751,586.0182495,0.04081670195,586.0182495,0.07546955347,586.0182495,0.01950800419,
585.0137329,0.1025835425,585.0137329,0.03404462337,585.0137329,0.03761423752,585.0137329,0.03097094782,585.0137329,0.03407018632,585.0137329,0.03869346157,585.0137329,0.03451550752,585.0137329,0.0408147946,585.0137329,0.0413162522,585.0137329,0.07647895068,585.0137329,0.01978084631,
584.0089111,0.1021793857,584.0089111,0.03540033102,584.0089111,0.03879440948,584.0089111,0.03202813864,584.0089111,0.03504874185,584.0089111,0.03939907998,584.0089111,0.03540260345,584.0089111,0.04173401743,584.0089111,0.04218843952,584.0089111,0.07770060748,584.0089111,0.02028022707,
583.0038452,0.1021020338,583.0038452,0.03623501211,583.0038452,0.03957433999,583.0038452,0.03264926746,583.0038452,0.03568241745,583.0038452,0.03990180045,583.0038452,0.03600675613,583.0038452,0.04234964401,583.0038452,0.04284353554,583.0038452,0.07831858844,583.0038452,0.02038262971,
581.9984741,0.1017646119,581.9984741,0.03728733957,581.9984741,0.04050230235,581.9984741,0.0334154889,581.9984741,0.036714416,581.9984741,0.04064068571,581.9984741,0.03671362996,581.9984741,0.04310317338,581.9984741,0.04362928867,581.9984741,0.07936528325,581.9984741,0.02087702788,
580.9929199,0.1014079675,580.9929199,0.03875274956,580.9929199,0.04165582731,580.9929199,0.03454983979,580.9929199,0.03758928552,580.9929199,0.04155483842,580.9929199,0.03751474619,580.9929199,0.04407260567,580.9929199,0.04463455454,580.9929199,0.0806055069,580.9929199,0.0214772597,
579.9870605,0.1013145968,579.9870605,0.0397545211,579.9870605,0.04241785407,579.9870605,0.03507248312,579.9870605,0.0382768549,579.9870605,0.04206844419,579.9870605,0.03792626783,579.9870605,0.04455805197,579.9870605,0.04544790089,579.9870605,0.08153728396,579.9870605,0.02147138491,
579.0181885,0.1009773016,579.0181885,0.04105176777,579.0181885,0.04336024448,579.0181885,0.03593991324,579.0181885,0.03934171423,579.0181885,0.04274369776,579.0181885,0.03869909048,579.0181885,0.04536386952,579.0181885,0.04604740813,579.0181885,0.08240518719,579.0181885,0.02188711427,
578.0118408,0.100807488,578.0118408,0.04239542037,578.0118408,0.04438856989,578.0118408,0.03679163754,578.0118408,0.0399774611,578.0118408,0.04363352433,578.0118408,0.03932354972,578.0118408,0.04616240412,578.0118408,0.04701920226,578.0118408,0.08354524523,578.0118408,0.02219923958,
577.0053101,0.1004896015,577.0053101,0.04373574629,577.0053101,0.04543795809,577.0053101,0.03776830435,577.0053101,0.04118289426,577.0053101,0.04419393092,577.0053101,0.04022129998,577.0053101,0.04694429785,577.0053101,0.04776288196,577.0053101,0.08463610709,577.0053101,0.02253315598,
575.9984131,0.100241363,575.9984131,0.04517034441,575.9984131,0.04642192647,575.9984131,0.03871284425,575.9984131,0.04199270532,575.9984131,0.04509532452,575.9984131,0.04088833928,575.9984131,0.04778764397,575.9984131,0.04858474806,575.9984131,0.08566022664,575.9984131,0.0228772331,
574.991394,0.1000744849,574.991394,0.04641838372,574.991394,0.04724775255,574.991394,0.03937394172,574.991394,0.04280636832,574.991394,0.04573892057,574.991394,0.04150883481,574.991394,0.04861943051,574.991394,0.04932310805,574.991394,0.08648870885,574.991394,0.02321344614,
573.9839478,0.09976068139,573.9839478,0.04786304384,573.9839478,0.04847315699,573.9839478,0.04034129903,573.9839478,0.04376738146,573.9839478,0.04660042003,573.9839478,0.04227462783,573.9839478,0.049475234,573.9839478,0.05023153126,573.9839478,0.08753158897,573.9839478,0.02356049605,
573.0136719,0.09937697649,573.0136719,0.04936942086,573.0136719,0.04957149923,573.0136719,0.04129148647,573.0136719,0.04478522018,573.0136719,0.04742629454,573.0136719,0.04309242219,573.0136719,0.05037673935,573.0136719,0.05109739676,573.0136719,0.08872891963,573.0136719,0.02397412807,
572.0057983,0.09930627048,572.0057983,0.05073313788,572.0057983,0.0507094264,572.0057983,0.04206117243,572.0057983,0.04567389935,572.0057983,0.04804386199,572.0057983,0.04389145598,572.0057983,0.05106979236,572.0057983,0.05191641301,572.0057983,0.08975870907,572.0057983,0.02425906993,
570.9977417,0.09915038198,570.9977417,0.05251302943,570.9977417,0.05155618861,570.9977417,0.04305360466,570.9977417,0.04684624821,570.9977417,0.0488749817,570.9977417,0.04460560903,570.9977417,0.05205684528,570.9977417,0.05290773138,570.9977417,0.09072793275,570.9977417,0.02446452715,
569.9893188,0.09885564446,569.9893188,0.05395744741,569.9893188,0.05266552046,569.9893188,0.04422201961,569.9893188,0.04781385511,569.9893188,0.04967234284,569.9893188,0.04538665712,569.9893188,0.05305597186,569.9893188,0.05383890122,569.9893188,0.0919232741,569.9893188,0.02483754791,
569.0181274,0.0985583812,569.0181274,0.05570984259,569.0181274,0.05390305072,569.0181274,0.04501087219,569.0181274,0.04890934005,569.0181274,0.05061820149,569.0181274,0.04644820094,569.0181274,0.05387608707,569.0181274,0.05489595234,569.0181274,0.09283015132,569.0181274,0.02541998029,
568.0092773,0.09832441807,568.0092773,0.05718945339,568.0092773,0.05511507764,568.0092773,0.04595675319,568.0092773,0.04964755848,568.0092773,0.05135423318,568.0092773,0.0470556356,568.0092773,0.05483491719,568.0092773,0.05559031665,568.0092773,0.09397415817,568.0092773,0.02563158795,
567.0001831,0.09808283299,567.0001831,0.05900653079,567.0001831,0.05588056147,567.0001831,0.04683405161,567.0001831,0.05069674179,567.0001831,0.0521694161,567.0001831,0.0477527678,567.0001831,0.05568323657,567.0001831,0.05635690689,567.0001831,0.09497571737,567.0001831,0.0259543322,
565.9909058,0.09794486314,565.9909058,0.06089365855,565.9909058,0.0572623387,565.9909058,0.04776496068,565.9909058,0.05189675093,565.9909058,0.05308703706,565.9909058,0.04861850291,565.9909058,0.0566772148,565.9909058,0.05740087852,565.9909058,0.09623222798,565.9909058,0.02619413473,
565.0186768,0.09781560302,565.0186768,0.06282477081,565.0186768,0.05828217417,565.0186768,0.04876407236,565.0186768,0.05294039473,565.0186768,0.05394466594,565.0186768,0.04962872341,565.0186768,0.05753780529,565.0186768,0.05824416503,565.0186768,0.09732946754,565.0186768,0.02666232921,
564.0088501,0.09740182757,564.0088501,0.0647470206,564.0088501,0.05976007506,564.0088501,0.04994750395,564.0088501,0.05425073579,564.0088501,0.05500335619,564.0088501,0.05035659671,564.0088501,0.0586701259,564.0088501,0.05936373025,564.0088501,0.09841643274,564.0088501,0.02725614607,
562.9987793,0.09727570415,562.9987793,0.06664651632,562.9987793,0.06052064523,562.9987793,0.05089102685,562.9987793,0.05512595177,562.9987793,0.05583060533,562.9987793,0.05119533092,562.9987793,0.05962871388,562.9987793,0.0602937527,562.9987793,0.09936711937,562.9987793,0.02749236673,
561.9884644,0.0971185714,561.9884644,0.06866086274,561.9884644,0.06185633689,561.9884644,0.05180927366,561.9884644,0.05594695732,561.9884644,0.05668568239,561.9884644,0.05219092965,561.9884644,0.06051070988,561.9884644,0.06115606055,561.9884644,0.1005078778,561.9884644,0.02763703465,
561.0153198,0.09693851322,561.0153198,0.07070612162,561.0153198,0.06304182857,561.0153198,0.05293258652,561.0153198,0.05724396929,561.0153198,0.05745435506,561.0153198,0.05301133916,561.0153198,0.06147477403,561.0153198,0.0621124506,561.0153198,0.1014755815,561.0153198,0.02812189609,
560.0044556,0.09664662927,560.0044556,0.07299683988,560.0044556,0.06426358223,560.0044556,0.05397544429,560.0044556,0.05844701082,560.0044556,0.05860666186,560.0044556,0.05388660729,560.0044556,0.06268799305,560.0044556,0.0631833002,560.0044556,0.1027252823,560.0044556,0.02859411016,
558.9934082,0.09659483284,558.9934082,0.0751670599,558.9934082,0.06528926641,558.9934082,0.05496125668,558.9934082,0.05934233218,558.9934082,0.05940014496,558.9934082,0.0546897687,558.9934082,0.06347768009,558.9934082,0.06404159218,558.9934082,0.103675209,558.9934082,0.0287822932,
557.9820557,0.09627425671,557.9820557,0.0774102658,557.9820557,0.06683345884,557.9820557,0.05625476316,557.9820557,0.06050591916,557.9820557,0.06044340506,557.9820557,0.05568600446,557.9820557,0.06473881751,557.9820557,0.06507641077,557.9820557,0.1048716456,557.9820557,0.02912795544,
557.0080566,0.09617013484,557.0080566,0.07961119711,557.0080566,0.06785195321,557.0080566,0.05704310164,557.0080566,0.06159324199,557.0080566,0.06121155247,557.0080566,0.0565633513,557.0080566,0.06537369639,557.0080566,0.06582957506,557.0080566,0.1057975814,557.0080566,0.02960334346,
555.9962158,0.09599854797,555.9962158,0.08186059445,555.9962158,0.06902645528,555.9962158,0.0580554083,555.9962158,0.06265626103,555.9962158,0.06224271655,555.9962158,0.05748068169,555.9962158,0.06643030792,555.9962158,0.06695500016,555.9962158,0.1068519354,555.9962158,0.029820133,
554.9841919,0.09581966698,554.9841919,0.08412019908,554.9841919,0.07013757527,554.9841919,0.05906696618,554.9841919,0.0635971725,554.9841919,0.06302240491,554.9841919,0.05838929489,554.9841919,0.0674232468,554.9841919,0.06780302525,554.9841919,0.1077899709,554.9841919,0.03002526984,
554.0093994,0.09558263421,554.0093994,0.08669415861,554.0093994,0.07129210979,554.0093994,0.06017310917,554.0093994,0.06495926529,554.0093994,0.06398835033,554.0093994,0.05914692953,554.0093994,0.06848167628,554.0093994,0.0688842535,554.0093994,0.108940661,554.0093994,0.03056393191,
