Baseline 100%T,,ExampleA,,ExampleB,,ExampleC,,ExampleD,,ExampleE,,ExampleF,,ExampleG,,ExampleH,,ExampleI,,ExampleJ,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
485.9983215,0.1029245183,485.9983215,0.1009433344,485.9983215,0.06325069815,485.9983215,0.05354003236,485.9983215,0.05824259669,485.9983215,0.0576730594,485.9983215,0.05296507478,485.9983215,0.05967780203,485.9983215,0.05729024857,485.9983215,0.08445841819,485.9983215,0.02208393253,
485.008606,0.1027233526,485.008606,0.09962374717,485.008606,0.06263715774,485.008606,0.05281388387,485.008606,0.0575530529,485.008606,0.057040032,485.008606,0.05229007453,485.008606,0.05911513418,485.008606,0.05674954131,485.008606,0.08371178806,485.008606,0.02177831344,
484.0187683,0.1030793414,484.0187683,0.09886416048,484.0187683,0.06215489283,484.0187683,0.05241000652,484.0187683,0.05712393299,484.0187683,0.05665642396,484.0187683,0.05208220333,484.0187683,0.05861291289,484.0187683,0.05634063855,484.0187683,0.08322876692,484.0187683,0.02168455906,
482.9906006,0.1034997404,482.9906006,0.09771749377,482.9906006,0.06147357821,482.9906006,0.05187437683,482.9906006,0.05651484802,482.9906006,0.05609564856,482.9906006,0.05145921931,482.9906006,0.05798437446,482.9906006,0.05584773794,482.9906006,0.08243829757,482.9906006,0.02143197693,
482.0003662,0.1035069674,482.0003662,0.09695954621,482.0003662,0.06120863184,482.0003662,0.0515454337,482.0003662,0.05611497164,482.0003662,0.05582136288,482.0003662,0.05119894072,482.0003662,0.0576646924,482.0003662,0.05546785519,482.0003662,0.08207349479,482.0003662,0.02130289935,
481.0099487,0.1039081216,481.0099487,0.09580433369,481.0099487,0.06056308374,481.0099487,0.05103316531,481.0099487,0.05561653152,481.0099487,0.05525849015,481.0099487,0.05070261657,481.0099487,0.05715490505,481.0099487,0.05489942059,481.0099487,0.08147475868,481.0099487,0.02095517516,
479.9811096,0.1041326746,479.9811096,0.09492041171,479.9811096,0.06016784534,479.9811096,0.0506250672,479.9811096,0.05515725166,479.9811096,0.05490385368,479.9811096,0.0502772443,479.9811096,0.05685823038,479.9811096,0.05455599725,479.9811096,0.08095423132,479.9811096,0.0209030211,
478.9902649,0.1043637246,478.9902649,0.09398132563,478.9902649,0.0597012639,478.9902649,0.05022110045,478.9902649,0.05468318984,478.9902649,0.054480277,478.9902649,0.04994727299,478.9902649,0.05634499714,478.9902649,0.05417976528,478.9902649,0.08047858626,478.9902649,0.02085383236,
477.9992371,0.1047616154,477.9992371,0.09308990836,477.9992371,0.05922489241,477.9992371,0.0498297289,477.9992371,0.05440234393,477.9992371,0.05420603976,477.9992371,0.04959050566,477.9992371,0.05590308458,477.9992371,0.05377359316,477.9992371,0.08009479195,477.9992371,0.02062762715,
477.0079651,0.1050993353,477.0079651,0.0923441574,477.0079651,0.05883247033,477.0079651,0.04953273758,477.0079651,0.05398353189,477.0079651,0.05387936905,477.0079651,0.04929535463,477.0079651,0.05562023818,477.0079651,0.05352571234,477.0079651,0.07964676619,477.0079651,0.02061837167,
476.016571,0.1055591628,476.016571,0.09164110571,476.016571,0.0584834069,476.016571,0.0492801629,476.016571,0.05355795473,476.016571,0.05351675302,476.016571,0.04891217873,476.016571,0.05525578558,476.016571,0.05306401849,476.016571,0.07928451896,476.016571,0.02027474903,
474.9868164,0.106050767,474.9868164,0.09086292237,474.9868164,0.05795197934,474.9868164,0.04864001647,474.9868164,0.05308068916,474.9868164,0.05304769427,474.9868164,0.04849008843,474.9868164,0.05483268574,474.9868164,0.05264073983,474.9868164,0.07870786637,474.9868164,0.02019973285,
473.9949341,0.1063442156,473.9949341,0.09029631317,473.9949341,0.05774756521,473.9949341,0.04845130816,473.9949341,0.05293127149,473.9949341,0.0529624708,473.9949341,0.04835630208,473.9949341,0.05464388058,473.9949341,0.05250555277,473.9949341,0.07848488539,473.9949341,0.02016640455,
473.0029602,0.106941469,473.0029602,0.08945900947,473.0029602,0.05728183314,473.0029602,0.04815724865,473.0029602,0.05250566825,473.0029602,0.05256152526,473.0029602,0.0479715541,473.0029602,0.05418929458,473.0029602,0.05227264389,473.0029602,0.07800592482,473.0029602,0.01992123388,
472.0107422,0.1073049083,472.0107422,0.08907860518,472.0107422,0.05693171173,472.0107422,0.04791738093,472.0107422,0.0522759445,472.0107422,0.05227019265,472.0107422,0.04773253947,472.0107422,0.05399443582,472.0107422,0.05194710195,472.0107422,0.07775714248,472.0107422,0.01978829689,
471.01828,0.1074656397,471.01828,0.08848121762,471.01828,0.05666326359,471.01828,0.04766880721,471.01828,0.05204382911,471.01828,0.05210520327,471.01828,0.04767854139,471.01828,0.0536884591,471.01828,0.05186830834,471.01828,0.07748937607,471.01828,0.01981205866,
469.9875488,0.1081524938,469.9875488,0.08798442781,469.9875488,0.05645205453,469.9875488,0.04745655507,469.9875488,0.05184097588,469.9875488,0.05176955089,469.9875488,0.04717840254,469.9875488,0.05336349458,469.9875488,0.05148859695,469.9875488,0.07714985311,469.9875488,0.01960350946,
468.994751,0.1085264236,468.994751,0.08741491288,468.994751,0.05622518063,468.994751,0.04724893346,468.994751,0.05148603395,468.994751,0.0516962409,468.994751,0.04712077975,468.994751,0.05321441963,468.994751,0.05117337033,468.994751,0.07698954642,468.994751,0.01964944229,
468.001709,0.1090496555,468.001709,0.0867991671,468.001709,0.05591866001,468.001709,0.0469206199,468.001709,0.05115164444,468.001709,0.05122978613,468.001709,0.04666108638,468.001709,0.0528302826,468.001709,0.05093442276,468.001709,0.07664482296,468.001709,0.01940645836,
467.0085754,0.1093181297,467.0085754,0.08647540957,467.0085754,0.05576252192,467.0085754,0.04691153392,467.0085754,0.05118895322,467.0085754,0.0512005426,467.0085754,0.04670345411,467.0085754,0.05281388387,467.0085754,0.05083174631,467.0085754,0.07641663402,467.0085754,0.01943669468,
466.0151978,0.1095385998,466.0151978,0.08605462313,466.0151978,0.05558205023,466.0151978,0.04666938633,466.0151978,0.0509474054,466.0151978,0.05109757185,466.0151978,0.04648193344,466.0151978,0.05263767019,466.0151978,0.05066622421,466.0151978,0.07629969716,466.0151978,0.01929562539,
464.9833374,0.1099492684,464.9833374,0.08559203148,464.9833374,0.05528694764,464.9833374,0.04640375078,464.9833374,0.05057768896,464.9833374,0.05076807737,464.9833374,0.04630988464,464.9833374,0.05235189199,464.9833374,0.050373137,464.9833374,0.07614586502,464.9833374,0.01921449974,
463.989624,0.1101658195,463.989624,0.08535931259,463.989624,0.05517562106,463.989624,0.04635766521,463.989624,0.05051885545,463.989624,0.05072024837,463.989624,0.04622122273,463.989624,0.05227416381,463.989624,0.05041177198,463.989624,0.07603760809,463.989624,0.01926923916,
462.9956665,0.1104753166,462.9956665,0.08494045585,462.9956665,0.05506579578,462.9956665,0.04601799324,462.9956665,0.05028288439,462.9956665,0.050522957,462.9956665,0.04612495005,462.9956665,0.05216121301,462.9956665,0.0501495339,462.9956665,0.07576467097,462.9956665,0.01917616278,
462.0015259,0.1107149124,462.0015259,0.08451864123,462.0015259,0.05472837761,462.0015259,0.04587762803,462.0015259,0.05011025071,462.0015259,0.05039729178,462.0015259,0.04589054734,462.0015259,0.05197018012,462.0015259,0.05012951419,462.0015259,0.07561032474,462.0015259,0.01909092255,
461.0072021,0.1108397916,461.0072021,0.08419214934,461.0072021,0.05459333211,461.0072021,0.04588519782,461.0072021,0.04994953796,461.0072021,0.05025199056,461.0072021,0.04571640119,461.0072021,0.05181108043,461.0072021,0.04994759336,461.0072021,0.07540114969,461.0072021,0.01899598911,
460.0126648,0.1111455858,460.0126648,0.08392336965,460.0126648,0.05447971821,460.0126648,0.04560416937,460.0126648,0.04975779355,460.0126648,0.05004808679,460.0126648,0.04554293305,460.0126648,0.05162947252,460.0126648,0.04988684133,460.0126648,0.07533596456,460.0126648,0.01900229044,
459.0179749,0.1116028205,459.0179749,0.08373200893,459.0179749,0.05438597128,459.0179749,0.04554212838,459.0179749,0.04967916012,459.0179749,0.05004526675,459.0179749,0.04557547718,459.0179749,0.05159968138,459.0179749,0.04972902685,459.0179749,0.07530757785,459.0179749,0.01887187734,
457.9848328,0.111777477,457.9848328,0.08342536539,457.9848328,0.05417251959,457.9848328,0.04535200074,457.9848328,0.04942272976,457.9848328,0.04988649487,457.9848328,0.04539654404,457.9848328,0.05149174482,457.9848328,0.04959790409,457.9848328,0.07519377768,457.9848328,0.01887295954,
456.9897461,0.1118657812,456.9897461,0.08325494826,456.9897461,0.05429590866,456.9897461,0.04535763338,456.9897461,0.04952165484,456.9897461,0.04982221127,456.9897461,0.04527672008,456.9897461,0.05142605677,456.9897461,0.04951869324,456.9897461,0.07513514161,456.9897461,0.01896897331,
455.9944458,0.1121338308,455.9944458,0.08300771564,455.9944458,0.05408871919,455.9944458,0.04532427341,455.9944458,0.04945136234,455.9944458,0.04971190169,455.9944458,0.04521745443,455.9944458,0.05119169131,455.9944458,0.04937397689,455.9944458,0.07495412976,455.9944458,0.01882040501,
454.9990234,0.1122274697,454.9990234,0.08276569098,454.9990234,0.05401041359,454.9990234,0.0452176854,454.9990234,0.04932299256,454.9990234,0.04970929027,454.9990234,0.04528445005,454.9990234,0.0511674881,454.9990234,0.04946287721,454.9990234,0.07499812543,454.9990234,0.01885633357,
454.003418,0.1122075245,454.003418,0.08267978579,454.003418,0.0539486222,454.003418,0.04521443695,454.003418,0.04937916622,454.003418,0.04972951859,454.003418,0.04527267069,454.003418,0.05112261325,454.003418,0.04939590022,454.003418,0.0750887692,454.003418,0.01883619279,
453.0075684,0.1124433205,453.0075684,0.08239507675,453.0075684,0.05386679992,453.0075684,0.04501400515,453.0075684,0.04903892055,453.0075684,0.04949754477,453.0075684,0.04507605731,453.0075684,0.05104623735,453.0075684,0.04927775636,453.0075684,0.07484979928,453.0075684,0.01876947843,
452.0115356,0.1127165183,452.0115356,0.08208331466,452.0115356,0.05366259441,452.0115356,0.0448339805,452.0115356,0.04901938885,452.0115356,0.04954213649,452.0115356,0.04485786334,452.0115356,0.05087740719,452.0115356,0.04914848134,452.0115356,0.0747301802,452.0115356,0.01868912764,
451.0153809,0.1127737388,451.0153809,0.0818765685,451.0153809,0.05366886407,451.0153809,0.04485906661,451.0153809,0.04901814088,451.0153809,0.04940611124,451.0153809,0.04489669949,451.0153809,0.05082854629,451.0153809,0.04909007251,451.0153809,0.07477651536,451.0153809,0.01876447909,
450.0190125,0.1127952486,450.0190125,0.08186600357,450.0190125,0.05355528742,450.0190125,0.0448034443,450.0190125,0.04892278463,450.0190125,0.04923217371,450.0190125,0.04488550499,450.0190125,0.05084574223,450.0190125,0.04913743585,450.0190125,0.07474939525,450.0190125,0.01863092184,
448.9841003,0.1128244847,448.9841003,0.0815975368,448.9841003,0.0534506999,448.9841003,0.04470960796,448.9841003,0.04879323766,448.9841003,0.04926676676,448.9841003,0.044780083,448.9841003,0.05071399361,448.9841003,0.04892956093,448.9841003,0.07454521954,448.9841003,0.01860781945,
447.9873352,0.1128914878,447.9873352,0.08138708025,447.9873352,0.05336999521,447.9873352,0.04460825026,447.9873352,0.04864007235,447.9873352,0.0492096208,447.9873352,0.04457517341,447.9873352,0.0505941771,447.9873352,0.04875723645,447.9873352,0.07457601279,447.9873352,0.01858166605,
446.990387,0.1128855795,446.990387,0.08128730953,446.990387,0.05337690189,446.990387,0.04462207481,446.990387,0.04864684865,446.990387,0.04923205823,446.990387,0.04470857605,446.990387,0.05068184808,446.990387,0.04886081442,446.990387,0.07469088584,446.990387,0.01858096384,
445.9933167,0.1129807234,445.9933167,0.08117726445,445.9933167,0.05338533223,445.9933167,0.0446177721,445.9933167,0.04866037145,445.9933167,0.04930686951,445.9933167,0.04468502104,445.9933167,0.05066360906,445.9933167,0.048959665,445.9933167,0.07460985333,445.9933167,0.01857985556,
444.9960022,0.1129131392,444.9960022,0.08124142885,444.9960022,0.05349370837,444.9960022,0.04473385587,444.9960022,0.04877626523,444.9960022,0.04932333902,444.9960022,0.04482031986,444.9960022,0.05066404492,444.9960022,0.04911584035,444.9960022,0.07477713376,444.9960022,0.01874528825,
443.9985657,0.1129967794,443.9985657,0.08098956943,443.9985657,0.05331915244,443.9985657,0.04455848038,443.9985657,0.04864739999,443.9985657,0.04916905984,443.9985657,0.0446819216,443.9985657,0.0505217053,443.9985657,0.04896036163,443.9985657,0.07473316044,443.9985657,0.01860533468,
443.0008545,0.1129270047,443.0008545,0.08098900318,443.0008545,0.05340722948,443.0008545,0.04446805269,443.0008545,0.04881041124,443.0008545,0.04908908904,443.0008545,0.04466978461,443.0008545,0.05053976551,443.0008545,0.0490892902,443.0008545,0.07481068373,443.0008545,0.01864781044,
442.0030212,0.112909548,442.0030212,0.08085919917,442.0030212,0.05322767422,442.0030212,0.04441993684,442.0030212,0.04852861539,442.0030212,0.04906584322,442.0030212,0.04460661486,442.0030212,0.05047968775,442.0030212,0.04881611839,442.0030212,0.07469491661,442.0030212,0.01858763769,
441.0049438,0.1128671169,441.0049438,0.08092468977,441.0049438,0.05338864028,441.0049438,0.04458983243,441.0049438,0.04867331311,441.0049438,0.04926305264,441.0049438,0.04467153549,441.0049438,0.05067855865,441.0049438,0.04903069139,441.0049438,0.07494705915,441.0049438,0.01874709874,
440.0067749,0.1130416095,440.0067749,0.08075661957,440.0067749,0.05331321061,440.0067749,0.0443906039,440.0067749,0.04854584113,440.0067749,0.04907708988,440.0067749,0.04461487383,440.0067749,0.05043037608,440.0067749,0.04882524163,440.0067749,0.0747654736,440.0067749,0.01855756715,
439.0084229,0.1128247529,439.0084229,0.08083372563,439.0084229,0.05340898409,439.0084229,0.04455202818,439.0084229,0.04872587323,439.0084229,0.04924000427,439.0084229,0.04462787136,439.0084229,0.05062160641,439.0084229,0.04902298003,439.0084229,0.07500412315,439.0084229,0.01867391355,
438.0097961,0.1126589105,438.0097961,0.08079652488,438.0097961,0.05345535651,438.0097961,0.0445366241,438.0097961,0.04861931503,438.0097961,0.04925038293,438.0097961,0.04470980912,438.0097961,0.05068036169,438.0097961,0.04902121425,438.0097961,0.07512307912,438.0097961,0.01870507374,
437.0110779,0.112427488,437.0110779,0.08082000911,437.0110779,0.05353391171,437.0110779,0.0445302017,437.0110779,0.04876085743,437.0110779,0.04933723062,437.0110779,0.04476128891,437.0110779,0.05064891651,437.0110779,0.04911497235,437.0110779,0.07502172142,437.0110779,0.01875201799,
436.0121765,0.1122715473,436.0121765,0.08076011389,436.0121765,0.05354553834,436.0121765,0.04462448508,436.0121765,0.04868828505,436.0121765,0.0492948629,436.0121765,0.04479520768,436.0121765,0.0507478863,436.0121765,0.04914740846,436.0121765,0.07507676631,436.0121765,0.01873812638,
435.0131531,0.1121216267,435.0131531,0.08075924218,435.0131531,0.05338978022,435.0131531,0.04464869946,435.0131531,0.04879074544,435.0131531,0.04925597832,435.0131531,0.04468926787,435.0131531,0.050651595,435.0131531,0.04916613549,435.0131531,0.07519417256,435.0131531,0.01881189086,
434.0137939,0.1120120957,434.0137939,0.08077869564,434.0137939,0.05350937322,434.0137939,0.04464261606,434.0137939,0.04867707938,434.0137939,0.04934410378,434.0137939,0.04480376095,434.0137939,0.05076598376,434.0137939,0.04921208322,434.0137939,0.07527544349,434.0137939,0.01880267262,
433.0143738,0.1119453311,433.0143738,0.0807678774,433.0143738,0.05352284387,433.0143738,0.04465704784,433.0143738,0.04880250618,433.0143738,0.04936046153,433.0143738,0.04478645697,433.0143738,0.05074864253,433.0143738,0.04919741303,433.0143738,0.07536324859,433.0143738,0.01883711107,
432.0147705,0.1118208095,432.0147705,0.08077666909,432.0147705,0.05352612212,432.0147705,0.04464190081,432.0147705,0.04877357185,432.0147705,0.04950227216,432.0147705,0.04495129734,432.0147705,0.0507960394,432.0147705,0.04923350736,432.0147705,0.07540605217,432.0147705,0.01882478409,
431.0149231,0.1116170138,431.0149231,0.08073697984,431.0149231,0.05364879966,431.0149231,0.04470364004,431.0149231,0.04880198464,431.0149231,0.04950520396,431.0149231,0.04491994902,431.0149231,0.05082240328,431.0149231,0.04922640696,431.0149231,0.07552949339,431.0149231,0.01891375892,
430.0149841,0.1115179807,430.0149841,0.08079786599,430.0149841,0.05367741734,430.0149841,0.04484841973,430.0149841,0.04891038314,430.0149841,0.04958348349,430.0149841,0.04502014816,430.0149841,0.05086791888,430.0149841,0.04928680137,430.0149841,0.07559815794,430.0149841,0.01891646162,
429.0148315,0.1113371104,429.0148315,0.08087918907,429.0148315,0.05383054912,429.0148315,0.0449527055,429.0148315,0.04899064079,429.0148315,0.04982479662,429.0148315,0.04498365521,429.0148315,0.05095814541,429.0148315,0.04947271198,429.0148315,0.07580594718,429.0148315,0.01893733628,
428.0145264,0.1113442332,428.0145264,0.08082253486,428.0145264,0.05370137841,428.0145264,0.04479750246,428.0145264,0.04894874245,428.0145264,0.04953401163,428.0145264,0.04491262883,428.0145264,0.05096035823,428.0145264,0.04930631816,428.0145264,0.07572562993,428.0145264,0.01881594397,
427.0139771,0.1110835671,427.0139771,0.08086518943,427.0139771,0.05385929719,427.0139771,0.04489339516,427.0139771,0.04898638278,427.0139771,0.04972214624,427.0139771,0.04502396658,427.0139771,0.05097459257,427.0139771,0.04940968007,427.0139771,0.07593356818,427.0139771,0.01888688281,
426.0133362,0.1110583246,426.0133362,0.08076157421,426.0133362,0.05388112739,426.0133362,0.0448512882,426.0133362,0.04904662818,426.0133362,0.04964210093,426.0133362,0.04499680549,426.0133362,0.05103406683,426.0133362,0.0494507812,426.0133362,0.0759800002,426.0133362,0.01891824603,
425.0124817,0.1108676568,425.0124817,0.0809289366,425.0124817,0.05398875102,425.0124817,0.04496473446,425.0124817,0.04908207431,425.0124817,0.04970020428,425.0124817,0.04511557147,425.0124817,0.05111518502,425.0124817,0.04947459698,425.0124817,0.0761224553,425.0124817,0.01895423606,
424.0115051,0.11080461,424.0115051,0.08099702001,424.0115051,0.05408273637,424.0115051,0.0449459292,424.0115051,0.04920335859,424.0115051,0.0499207601,424.0115051,0.04519016296,424.0115051,0.05118085444,424.0115051,0.04963969067,424.0115051,0.07624597847,424.0115051,0.01897692308,
423.0102844,0.1105921417,423.0102844,0.08101858199,423.0102844,0.05411381647,423.0102844,0.04495543242,423.0102844,0.04919109493,423.0102844,0.04987688363,423.0102844,0.04518203437,423.0102844,0.05131586269,423.0102844,0.04969889671,423.0102844,0.07636487484,423.0102844,0.01898135804,
422.0089111,0.1103343889,422.0089111,0.08115055412,422.0089111,0.05421771109,422.0089111,0.04508659616,422.0089111,0.04926238582,422.0089111,0.04996998236,422.0089111,0.04526186734,422.0089111,0.05127350613,422.0089111,0.04976565763,422.0089111,0.07643762231,422.0089111,0.01902554929,
421.0073853,0.1101642847,421.0073853,0.08123032004,421.0073853,0.05437913537,421.0073853,0.04518292472,421.0073853,0.04941806197,421.0073853,0.05017434433,421.0073853,0.04544275627,421.0073853,0.05145039037,421.0073853,0.04990304634,421.0073853,0.07670582086,421.0073853,0.01919215173,
420.0056458,0.1099688411,420.0056458,0.08128615469,420.0056458,0.05429746211,420.0056458,0.04521567374,420.0056458,0.04942386225,420.0056458,0.05016728491,420.0056458,0.04546106607,420.0056458,0.05148116499,420.0056458,0.0499664098,420.0056458,0.07669849694,420.0056458,0.01908123866,
419.0037842,0.1096574739,419.0037842,0.08138411492,419.0037842,0.05460390076,419.0037842,0.04540815204,419.0037842,0.04964726791,419.0037842,0.0504190661,419.0037842,0.04559933767,419.0037842,0.05172805488,419.0037842,0.05012387782,419.0037842,0.07703439146,419.0037842,0.01930014417,
418.0017395,0.1094816029,418.0017395,0.08154334128,418.0017395,0.05470480025,418.0017395,0.04555931687,418.0017395,0.04974037409,418.0017395,0.05048279837,418.0017395,0.04576357082,418.0017395,0.05184689909,418.0017395,0.05031258985,418.0017395,0.07717675716,418.0017395,0.01934187673,
416.9995422,0.1093547195,416.9995422,0.08168309927,416.9995422,0.05477089807,416.9995422,0.04553876445,416.9995422,0.04970540106,416.9995422,0.05043122172,416.9995422,0.04577372596,416.9995422,0.05177115649,416.9995422,0.05028088018,416.9995422,0.07723733038,416.9995422,0.01928983256,
415.9971008,0.1091288179,415.9971008,0.08182337135,415.9971008,0.05495050177,415.9971008,0.04568744451,415.9971008,0.04997227713,415.9971008,0.05054116249,415.9971008,0.04596365988,415.9971008,0.05190205947,415.9971008,0.05047451332,415.9971008,0.07739820331,415.9971008,0.01942824945,
414.9945679,0.1089837402,414.9945679,0.081841968,414.9945679,0.05507181957,414.9945679,0.04563114047,414.9945679,0.0499593541,414.9945679,0.05060552061,414.9945679,0.04598084092,414.9945679,0.05189310387,414.9945679,0.05043881014,414.9945679,0.07765885442,414.9945679,0.01933516376,
413.9918213,0.1088864058,413.9918213,0.0819439292,413.9918213,0.05494459718,413.9918213,0.04567007348,413.9918213,0.050111413,413.9918213,0.05078358576,413.9918213,0.04590352252,413.9918213,0.05202909186,413.9918213,0.0505364798,413.9918213,0.07774417102,413.9918213,0.01944963448,
412.9889221,0.1086744443,412.9889221,0.08203096688,412.9889221,0.05517841503,412.9889221,0.04585260153,412.9889221,0.05004561692,412.9889221,0.05078864843,412.9889221,0.04597767442,412.9889221,0.05217382312,412.9889221,0.05065339804,412.9889221,0.07780154049,412.9889221,0.01944876835,
411.9858398,0.1084115803,411.9858398,0.0820966363,411.9858398,0.05528974161,411.9858398,0.04592098668,411.9858398,0.0502140671,411.9858398,0.05093456805,411.9858398,0.04611193761,411.9858398,0.05222187191,411.9858398,0.05074864253,411.9858398,0.07791947573,411.9858398,0.01955761015,
410.9826355,0.1082665399,410.9826355,0.0822365433,410.9826355,0.05531867221,410.9826355,0.04589863122,410.9826355,0.05017335713,410.9826355,0.05101409554,410.9826355,0.04623657092,410.9826355,0.05222762376,410.9826355,0.05077081546,410.9826355,0.07811616361,410.9826355,0.01947456785,
410.0178223,0.1081562489,410.0178223,0.08245275915,410.0178223,0.05550447479,410.0178223,0.04610255361,410.0178223,0.05037615821,410.0178223,0.05119908601,410.0178223,0.04642383009,410.0178223,0.05246097594,410.0178223,0.05093427747,410.0178223,0.07829791307,410.0178223,0.01967476681,
409.0142822,0.1080053523,409.0142822,0.08256049454,409.0142822,0.05559308454,409.0142822,0.04617967829,409.0142822,0.05042674392,409.0142822,0.05129034445,409.0142822,0.04642584547,409.0142822,0.05262735486,409.0142822,0.05107538402,409.0142822,0.07854328305,409.0142822,0.01967425086,
408.0105286,0.1078795642,408.0105286,0.08267897367,408.0105286,0.05572911724,408.0105286,0.0462481156,408.0105286,0.05051938072,408.0105286,0.05129296705,408.0105286,0.04655992985,408.0105286,0.0524995923,408.0105286,0.05105185881,408.0105286,0.07855621725,408.0105286,0.01961975917,
407.0066223,0.1076583415,407.0066223,0.08279770613,407.0066223,0.05586219206,407.0066223,0.04640913755,407.0066223,0.05066055432,407.0066223,0.05147513375,407.0066223,0.04659226164,407.0066223,0.05277371779,407.0066223,0.05130083114,407.0066223,0.07889711857,407.0066223,0.01977976225,
406.002594,0.1075348035,406.002594,0.08286624402,406.002594,0.05600096285,406.002594,0.04649553448,406.002594,0.05075673014,406.002594,0.05156490207,406.002594,0.04666944221,406.002594,0.05295103788,406.002594,0.05136856809,406.002594,0.07894412428,406.002594,0.01980807446,
404.9983215,0.1073412672,404.9983215,0.08316393197,404.9983215,0.05608825386,404.9983215,0.04669728875,404.9983215,0.05101561174,404.9983215,0.05176785961,404.9983215,0.04690233618,404.9983215,0.05309130996,404.9983215,0.05161236227,404.9983215,0.07929430902,404.9983215,0.01994204894,
403.9939575,0.107419163,403.9939575,0.08342549205,403.9939575,0.05632929131,403.9939575,0.04665246606,403.9939575,0.05102900416,403.9939575,0.05180822313,403.9939575,0.04699546471,403.9939575,0.05305866525,403.9939575,0.05170306563,403.9939575,0.07953660935,403.9939575,0.01994077489,
402.9894104,0.1073559523,402.9894104,0.08359479159,402.9894104,0.05650287867,402.9894104,0.04684993997,402.9894104,0.05126805976,402.9894104,0.05201917142,402.9894104,0.04710641131,402.9894104,0.05327873677,402.9894104,0.05186851323,402.9894104,0.07973341644,402.9894104,0.02001826651,
401.9846802,0.1073594317,401.9846802,0.08382703364,401.9846802,0.05660419539,401.9846802,0.04705693573,401.9846802,0.05134164914,401.9846802,0.05234026909,401.9846802,0.04711864516,401.9846802,0.05345764011,401.9846802,0.05211518332,401.9846802,0.0798619464,401.9846802,0.02018725872,
401.0184326,0.1074390858,401.0184326,0.08382700384,401.0184326,0.05669615045,401.0184326,0.0470758006,401.0184326,0.05136612058,401.0184326,0.05232295394,401.0184326,0.04714949057,401.0184326,0.05350899324,401.0184326,0.05207855627,401.0184326,0.0799723193,401.0184326,0.02009878308,
400.0133972,0.1072882041,400.0133972,0.0841993168,400.0133972,0.05689736083,400.0133972,0.04724116996,400.0133972,0.05161375925,400.0133972,0.05249343067,400.0133972,0.04755153507,400.0133972,0.05372463912,400.0133972,0.05232867599,400.0133972,0.08033681661,400.0133972,0.02030208893,
399.0082092,0.1074735001,399.0082092,0.08430434763,399.0082092,0.05701296404,399.0082092,0.04733070731,399.0082092,0.05161250755,399.0082092,0.05244263262,399.0082092,0.04763113707,399.0082092,0.05369256064,399.0082092,0.05227509513,399.0082092,0.08043543994,399.0082092,0.02016523853,
398.0028076,0.1075128242,398.0028076,0.08451571316,398.0028076,0.05726009607,398.0028076,0.04738079384,398.0028076,0.05184453726,398.0028076,0.05262592435,398.0028076,0.04773681611,398.0028076,0.05399631336,398.0028076,0.05247794837,398.0028076,0.0806889087,398.0028076,0.02019436285,
396.9972839,0.1074828506,396.9972839,0.08478768915,396.9972839,0.05743065849,396.9972839,0.04763873667,396.9972839,0.05198660865,396.9972839,0.0529965125,396.9972839,0.04783526808,396.9972839,0.05417149514,396.9972839,0.05274653435,396.9972839,0.08102999628,396.9972839,0.02037215792,
395.9915771,0.1076414585,395.9915771,0.08478539437,395.9915771,0.05748866126,395.9915771,0.04766785353,395.9915771,0.0519720763,395.9915771,0.05283867568,395.9915771,0.04785512388,395.9915771,0.0541038774,395.9915771,0.05273042992,395.9915771,0.08088339865,395.9915771,0.02032246068,
394.9857483,0.1075893193,394.9857483,0.0852009505,394.9857483,0.05767598748,394.9857483,0.04784682766,394.9857483,0.05225731432,394.9857483,0.05307902396,394.9857483,0.04804284871,394.9857483,0.0544138737,394.9857483,0.05305860564,394.9857483,0.08150345832,394.9857483,0.02042737044,
394.0184021,0.1076376066,394.0184021,0.08546670526,394.0184021,0.05793970451,394.0184021,0.04819105938,394.0184021,0.05254688859,394.0184021,0.05344057083,394.0184021,0.04843246564,394.0184021,0.05469223484,394.0184021,0.05329255015,394.0184021,0.08167298138,394.0184021,0.02069188468,
393.0122681,0.1076620892,393.0122681,0.08552075922,393.0122681,0.05797393247,393.0122681,0.04814209417,393.0122681,0.05251270905,393.0122681,0.05346604064,393.0122681,0.04838159308,393.0122681,0.05466625094,393.0122681,0.05326287448,393.0122681,0.0818253383,393.0122681,0.02061872371,
392.0059204,0.1078143567,392.0059204,0.08589938283,392.0059204,0.05826745927,392.0059204,0.04833003134,392.0059204,0.05269787088,392.0059204,0.05370960757,392.0059204,0.04846485332,392.0059204,0.05493317172,392.0059204,0.05362144485,392.0059204,0.0821217522,392.0059204,0.02083096467,
390.9994202,0.1081023887,390.9994202,0.08593320847,390.9994202,0.05829073116,390.9994202,0.04844395444,390.9994202,0.0528998673,390.9994202,0.05368386209,390.9994202,0.0487261042,390.9994202,0.05504093692,390.9994202,0.05363851786,390.9994202,0.08225380629,390.9994202,0.02076215297,
